..White non-Hispanic alone,"6,005","5,874","4,557",75.9,1.7,77.6,1.6,"3,995",66.5,1.8,68.0,1.8
.Black alone,968,956,738,76.3,5.0,77.2,4.9,679,70.2,5.3,71.1,5.3
.Asian alone,206,91,74,35.7,12.7,80.9,10.4,53,25.9,11.6,58.7,13.0
.Hispanic (of any race),198,147,85,43.2,16.6,58.2,16.6,70,35.5,16.1,47.8,16.8
.White alone or in combination,"6,258","6,079","4,680",74.8,1.6,77.0,1.6,"4,099",65.5,1.8,67.4,1.8
.Black alone or in combination ,991,980,756,76.3,4.9,77.2,4.8,694,70.0,5.3,70.8,5.2
.Asian alone or in combination,217,102,84,38.9,12.6,82.9,9.7,64,29.6,11.8,63.1,12.4
MINNESOTA,,,,,,,,,,,,
.Total,"3,898","3,678","2,931",75.2,2.1,79.7,1.9,"2,759",70.8,2.2,75.0,2.1
.Male,"1,927","1,810","1,394",72.4,3.0,77.0,2.9,"1,295",67.2,3.2,71.6,3.1
.Female,"1,972","1,868","1,537",77.9,2.8,82.3,2.6,"1,464",74.2,2.9,78.3,2.8
.White alone,"3,497","3,403","2,740",78.4,2.1,80.5,2.0,"2,587",74.0,2.2,76.0,2.1
..White non-Hispanic alone,"3,387","3,343","2,707",79.9,2.0,81.0,2.0,"2,558",75.5,2.2,76.5,2.2
.Black alone,181,119,87,48.3,13.4,73.2,11.9,82,45.5,13.3,69.0,12.4
.Asian alone,162,98,62,38.4,14.4,63.7,14.2,56,34.4,14.0,57.1,14.6
.Hispanic (of any race),128,68,39,30.4,19.0,(B),(B),35,27.6,18.5,(B),(B)
.White alone or in combination,"3,543","3,448","2,770",78.2,2.1,80.3,2.0,"2,612",73.7,2.2,75.7,2.1
.Black alone or in combination ,190,128,91,48.0,13.1,71.1,11.9,86,45.4,13.0,67.2,12.3
.Asian alone or in combination,171,107,70,40.7,14.1,65.3,13.7,62,36.1,13.8,57.8,14.2
MISSISSIPPI,,,,,,,,,,,,
.Total,"2,109","2,064","1,589",75.3,2.3,77.0,2.2,"1,439",68.2,2.4,69.7,2.4
.Male,"1,000",969,741,74.1,3.3,76.4,3.2,648,64.8,3.6,66.9,3.6
.Female,"1,108","1,094",848,76.5,3.1,77.5,3.0,790,71.3,3.3,72.2,3.2
.White alone,"1,360","1,315",982,72.2,2.9,74.7,2.8,896,65.9,3.1,68.2,3.1
..White non-Hispanic alone,"1,313","1,308",980,74.6,2.9,75.0,2.9,895,68.1,3.1,68.4,3.1
.Black alone,718,718,588,81.9,4.2,81.9,4.2,524,72.9,4.8,72.9,4.8
.Asian alone,3,3,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
.Hispanic (of any race),54,15,10,(B),(B),(B),(B),10,(B),(B),(B),(B)
.White alone or in combination,"1,372","1,327",992,72.3,2.9,74.8,2.8,907,66.1,3.1,68.3,3.0
.Black alone or in combination ,730,730,598,81.9,4.2,81.9,4.2,534,73.1,4.8,73.1,4.8
.Asian alone or in combination,3,3,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
MISSOURI,,,,,,,,,,,,
.Total,"4,430","4,326","3,224",72.8,2.0,74.5,2.0,"2,846",64.2,2.2,65.8,2.2
.Male,"2,120","2,063","1,510",71.2,3.0,73.2,2.9,"1,318",62.2,3.2,63.9,3.2
.Female,"2,309","2,263","1,714",74.2,2.7,75.8,2.7,"1,528",66.1,3.0,67.5,2.9
.White alone,"3,833","3,766","2,799",73.0,2.2,74.3,2.1,"2,451",64.0,2.3,65.1,2.3
..White non-Hispanic alone,"3,745","3,722","2,779",74.2,2.2,74.7,2.1,"2,432",64.9,2.4,65.3,2.3
.Black alone,457,454,352,76.9,7.2,77.5,7.1,336,73.4,7.6,73.9,7.5
.Asian alone,57,26,16,(B),(B),(B),(B),14,(B),(B),(B),(B)
.Hispanic (of any race),98,50,25,25.2,20.8,(B),(B),20,20.2,19.3,(B),(B)
.White alone or in combination,"3,903","3,833","2,849",73.0,2.1,74.3,2.1,"2,490",63.8,2.3,65.0,2.3
.Black alone or in combination ,459,456,354,77.0,7.2,77.6,7.1,337,73.5,7.5,74.0,7.5
.Asian alone or in combination,57,26,16,(B),(B),(B),(B),14,(B),(B),(B),(B)
MONTANA,,,,,,,,,,,,
.Total,731,724,516,70.6,2.4,71.3,2.4,473,64.7,2.5,65.4,2.5
.Male,358,355,247,69.0,3.5,69.6,3.4,227,63.2,3.6,63.8,3.6
.Female,373,368,269,72.2,3.3,73.0,3.2,246,66.1,3.5,66.9,3.4
.White alone,683,675,487,71.4,2.4,72.2,2.4,447,65.5,2.6,66.3,2.6
..White non-Hispanic alone,668,665,479,71.7,2.5,72.1,2.4,440,65.9,2.6,66.2,2.6
.Black alone,2,2,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
.Asian alone,5,5,4,(B),(B),(B),(B),4,(B),(B),(B),(B)
.Hispanic (of any race),15,11,9,(B),(B),(B),(B),8,(B),(B),(B),(B)
.White alone or in combination,693,686,495,71.3,2.4,72.1,2.4,453,65.3,2.6,66.0,2.5
.Black alone or in combination ,4,4,4,(B),(B),(B),(B),4,(B),(B),(B),(B)
.Asian alone or in combination,6,6,5,(B),(B),(B),(B),5,(B),(B),(B),(B)
NEBRASKA,,,,,,,,,,,,
.Total,"1,308","1,253",939,71.8,2.4,74.9,2.3,844,64.5,2.6,67.3,2.5
.Male,640,611,443,69.3,3.5,72.5,3.4,391,61.1,3.7,63.9,3.7
.Female,669,642,495,74.1,3.3,77.2,3.2,453,67.7,3.5,70.6,3.4
.White alone,"1,210","1,171",890,73.6,2.5,76.0,2.4,803,66.3,2.6,68.6,2.6
..White non-Hispanic alone,"1,139","1,128",864,75.9,2.5,76.7,2.4,781,68.5,2.7,69.2,2.7
.Black alone,42,37,25,(B),(B),(B),(B),24,(B),(B),(B),(B)
.Asian alone,25,17,8,(B),(B),(B),(B),8,(B),(B),(B),(B)
.Hispanic (of any race),76,47,28,36.8,16.9,(B),17.2,24,31.6,16.3,(B),17.5
.White alone or in combination,"1,221","1,182",898,73.5,2.5,76.0,2.4,809,66.2,2.6,68.4,2.6
.Black alone or in combination ,45,40,26,(B),(B),(B),(B),25,(B),(B),(B),(B)
.Asian alone or in combination,29,20,9,(B),(B),(B),(B),9,(B),(B),(B),(B)
NEVADA,,,,,,,,,,,,
.Total,"1,946","1,714","1,147",59.0,2.5,66.9,2.4,"1,027",52.8,2.6,59.9,2.5
.Male,982,863,581,59.1,3.6,67.3,3.4,519,52.8,3.6,60.1,3.6
.Female,964,851,567,58.8,3.6,66.6,3.5,509,52.8,3.7,59.8,3.6
.White alone,"1,572","1,396",942,60.0,2.8,67.5,2.7,850,54.1,2.9,60.9,2.8
..White non-Hispanic alone,"1,212","1,194",830,68.5,3.0,69.5,3.0,746,61.5,3.2,62.5,3.2
.Black alone,148,137,114,77.0,9.5,83.5,8.4,105,71.1,10.3,77.1,9.5
.Asian alone,156,117,45,28.8,10.4,38.5,11.2,35,22.3,9.6,29.8,10.6
.Hispanic (of any race),392,228,131,33.3,8.5,57.2,8.9,119,30.4,8.3,52.1,9.0
.White alone or in combination,"1,604","1,424",958,59.7,2.8,67.3,2.7,863,53.8,2.8,60.6,2.8
.Black alone or in combination ,161,146,120,74.9,9.4,82.5,8.3,110,68.6,10.1,75.6,9.3
.Asian alone or in combination,160,121,48,29.8,10.4,39.4,11.1,35,21.7,9.4,28.6,10.3
NEW HAMPSHIRE,,,,,,,,,,,,
.Total,"1,015",994,756,74.5,2.3,76.0,2.3,708,69.8,2.5,71.2,2.4
.Male,493,485,360,73.0,3.4,74.2,3.4,337,68.3,3.6,69.5,3.5
.Female,522,509,396,75.9,3.2,77.7,3.1,371,71.2,3.4,72.9,3.3
.White alone,974,958,737,75.7,2.3,76.9,2.3,691,71.0,2.5,72.1,2.5
..White non-Hispanic alone,957,945,727,76.0,2.4,77.0,2.3,683,71.4,2.5,72.3,2.5
.Black alone,9,8,4,(B),(B),(B),(B),4,(B),(B),(B),(B)
.Asian alone,17,12,5,(B),(B),(B),(B),5,(B),(B),(B),(B)
.Hispanic (of any race),18,14,11,(B),(B),(B),(B),8,(B),(B),(B),(B)
.White alone or in combination,986,971,744,75.4,2.3,76.6,2.3,697,70.7,2.5,71.8,2.4
.Black alone or in combination ,12,11,5,(B),(B),(B),(B),5,(B),(B),(B),(B)
.Asian alone or in combination,17,13,6,(B),(B),(B),(B),5,(B),(B),(B),(B)
NEW JERSEY,,,,,,,,,,,,
.Total,"6,489","5,675","4,022",62.0,1.8,70.9,1.7,"3,637",56.0,1.9,64.1,1.8
.Male,"3,124","2,742","1,913",61.2,2.6,69.8,2.5,"1,708",54.7,2.7,62.3,2.6
.Female,"3,365","2,933","2,109",62.7,2.5,71.9,2.3,"1,929",57.3,2.6,65.8,2.5
.White alone,"4,991","4,492","3,233",64.8,2.0,72.0,1.9,"2,912",58.3,2.1,64.8,2.0
..White non-Hispanic alone,"4,054","3,867","2,863",70.6,2.2,74.0,2.1,"2,593",64.0,2.3,67.1,2.2
.Black alone,846,769,513,60.6,6.1,66.7,5.9,475,56.2,6.2,61.8,6.1
.Asian alone,567,370,238,41.9,7.9,64.2,7.7,215,38.0,7.8,58.2,7.9
.Hispanic (of any race),"1,006",661,388,38.5,7.3,58.7,7.3,337,33.4,7.0,50.9,7.5
.White alone or in combination,"5,040","4,516","3,252",64.5,2.0,72.0,1.9,"2,926",58.1,2.1,64.8,2.0
.Black alone or in combination ,862,784,526,61.0,6.1,67.1,5.8,489,56.7,6.2,62.3,6.0
.Asian alone or in combination,581,381,246,42.3,7.8,64.5,7.6,218,37.6,7.6,57.4,7.8
NEW MEXICO,,,,,,,,,,,,
.Total,"1,473","1,352",937,63.6,2.5,69.3,2.4,846,57.4,2.6,62.6,2.5
.Male,720,653,445,61.8,3.6,68.2,3.5,395,54.8,3.7,60.5,3.7
.Female,753,699,491,65.3,3.5,70.3,3.4,451,59.9,3.6,64.6,3.5
.White alone,"1,287","1,176",833,64.7,2.7,70.9,2.6,748,58.1,2.8,63.6,2.7
..White non-Hispanic alone,666,654,496,74.5,3.4,75.8,3.3,468,70.3,3.6,71.5,3.5
.Black alone,32,31,22,(B),(B),(B),(B),20,(B),(B),(B),(B)
.Asian alone,29,19,16,(B),(B),(B),(B),14,(B),(B),(B),(B)
.Hispanic (of any race),640,539,346,54.1,6.2,64.2,6.0,289,45.2,6.2,53.7,6.2
.White alone or in combination,"1,293","1,181",838,64.9,2.7,71.0,2.5,753,58.3,2.8,63.8,2.7
.Black alone or in combination ,33,32,23,(B),(B),(B),(B),22,(B),(B),(B),(B)
.Asian alone or in combination,29,19,16,(B),(B),(B),(B),14,(B),(B),(B),(B)
NEW YORK,,,,,,,,,,,,
.Total,"14,665","12,849","8,458",57.7,1.2,65.8,1.2,"7,559",51.5,1.3,58.8,1.2
.Male,"6,999","6,044","3,912",55.9,1.8,64.7,1.7,"3,471",49.6,1.8,57.4,1.8
.Female,"7,666","6,805","4,546",59.3,1.7,66.8,1.6,"4,089",53.3,1.7,60.1,1.7
.White alone,"10,972","9,987","6,941",63.3,1.4,69.5,1.3,"6,166",56.2,1.4,61.7,1.4
..White non-Hispanic alone,"9,259","8,857","6,211",67.1,1.5,70.1,1.4,"5,519",59.6,1.6,62.3,1.5
.Black alone,"2,350","1,957","1,143",48.6,3.8,58.4,3.7,"1,075",45.7,3.8,54.9,3.8
.Asian alone,"1,120",743,289,25.8,5.0,38.8,5.6,248,22.2,4.8,33.4,5.4
.Hispanic (of any race),"2,042","1,348",836,40.9,5.2,62.0,5.1,743,36.4,5.1,55.1,5.3
.White alone or in combination,"11,143","10,107","7,018",63.0,1.4,69.4,1.3,"6,229",55.9,1.4,61.6,1.4
.Black alone or in combination ,"2,432","2,023","1,169",48.0,3.7,57.8,3.7,"1,097",45.1,3.7,54.2,3.7
.Asian alone or in combination,"1,130",754,299,26.5,5.1,39.7,5.6,255,22.6,4.8,33.9,5.4
NORTH CAROLINA,,,,,,,,,,,,
.Total,"6,845","6,477","4,902",71.6,1.6,75.7,1.6,"4,370",63.8,1.7,67.5,1.7
.Male,"3,249","3,052","2,231",68.7,2.4,73.1,2.3,"2,006",61.7,2.6,65.7,2.5
.Female,"3,595","3,425","2,671",74.3,2.2,78.0,2.1,"2,364",65.8,2.4,69.0,2.3
.White alone,"5,158","4,886","3,782",73.3,1.8,77.4,1.7,"3,331",64.6,2.0,68.2,1.9
..White non-Hispanic alone,"4,811","4,791","3,715",77.2,1.8,77.5,1.8,"3,270",68.0,2.0,68.3,2.0
.Black alone,"1,368","1,345",971,71.0,4.5,72.2,4.4,919,67.2,4.6,68.3,4.6
.Asian alone,151,80,53,35.4,14.8,66.4,14.6,43,28.4,13.9,53.3,15.4
.Hispanic (of any race),374,118,83,22.2,10.1,70.3,11.1,77,20.7,9.9,65.4,11.6
.White alone or in combination,"5,193","4,922","3,815",73.5,1.8,77.5,1.7,"3,358",64.7,2.0,68.2,1.9
.Black alone or in combination ,"1,374","1,351",974,70.9,4.4,72.1,4.4,919,66.9,4.6,68.1,4.6
.Asian alone or in combination,162,92,61,37.5,14.4,66.2,14.1,50,31.0,13.8,54.7,14.8
NORTH DAKOTA,,,,,,,,,,,,
.Total,484,476,399,82.3,2.0,83.7,2.0,321,66.3,2.5,67.5,2.5
.Male,238,232,189,79.5,3.1,81.4,3.0,147,61.9,3.7,63.4,3.7
.Female,246,244,209,84.9,2.7,85.9,2.6,174,70.5,3.4,71.3,3.4
.White alone,434,430,361,83.2,2.1,83.9,2.1,289,66.7,2.7,67.2,2.6
..White non-Hispanic alone,428,426,358,83.7,2.1,84.0,2.1,288,67.3,2.7,67.6,2.7
.Black alone,5,2,2,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Asian alone,4,2,2,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Hispanic (of any race),6,5,3,(B),(B),(B),(B),1,(B),(B),(B),(B)
.White alone or in combination,439,436,366,83.3,2.1,84.0,2.1,294,66.9,2.6,67.5,2.6
.Black alone or in combination ,5,2,2,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Asian alone or in combination,4,3,2,(B),(B),(B),(B),1,(B),(B),(B),(B)
OHIO,,,,,,,,,,,,
.Total,"8,499","8,367","6,108",71.9,1.5,73.0,1.4,"5,483",64.5,1.6,65.5,1.5
.Male,"4,068","3,992","2,913",71.6,2.1,73.0,2.1,"2,604",64.0,2.3,65.2,2.2
.Female,"4,431","4,375","3,196",72.1,2.0,73.0,2.0,"2,879",65.0,2.2,65.8,2.1
.White alone,"7,330","7,240","5,285",72.1,1.6,73.0,1.6,"4,722",64.4,1.7,65.2,1.7
..White non-Hispanic alone,"7,134","7,109","5,204",72.9,1.6,73.2,1.6,"4,651",65.2,1.7,65.4,1.7
.Black alone,915,896,680,74.4,5.2,75.9,5.1,630,68.9,5.6,70.3,5.5
.Asian alone,130,108,56,43.2,16.5,52.2,16.6,51,38.8,16.2,46.9,16.6
.Hispanic (of any race),212,142,85,39.9,15.9,59.8,15.9,74,35.0,15.5,52.4,16.2
.White alone or in combination,"7,435","7,344","5,358",72.1,1.6,73.0,1.5,"4,788",64.4,1.7,65.2,1.7
.Black alone or in combination ,968,950,720,74.3,5.1,75.8,5.0,665,68.7,5.4,70.0,5.3
.Asian alone or in combination,146,124,67,46.2,15.7,54.7,15.6,62,42.3,15.5,50.0,15.7
OKLAHOMA,,,,,,,,,,,,
.Total,"2,667","2,566","1,798",67.4,2.5,70.1,2.4,"1,507",56.5,2.6,58.7,2.6
.Male,"1,280","1,227",867,67.7,3.6,70.7,3.5,722,56.4,3.8,58.8,3.8
.Female,"1,386","1,339",931,67.1,3.5,69.5,3.4,785,56.6,3.6,58.6,3.6
.White alone,"2,080","2,022","1,436",69.1,2.8,71.0,2.7,"1,210",58.2,3.0,59.8,2.9
..White non-Hispanic alone,"1,951","1,942","1,398",71.7,2.8,72.0,2.8,"1,182",60.6,3.0,60.9,3.0
.Black alone,194,185,142,73.1,10.6,76.6,10.1,119,61.6,11.6,64.5,11.4
.Asian alone,30,24,10,(B),(B),(B),(B),7,(B),(B),(B),(B)
.Hispanic (of any race),170,93,47,27.6,14.8,50.4,16.5,33,19.5,13.1,35.6,15.8
.White alone or in combination,"2,270","2,189","1,561",68.8,2.7,71.3,2.6,"1,315",57.9,2.8,60.1,2.8
.Black alone or in combination ,212,203,150,70.6,10.4,73.7,10.0,128,60.1,11.1,62.7,11.0
.Asian alone or in combination,31,25,10,(B),(B),(B),(B),7,(B),(B),(B),(B)
OREGON,,,,,,,,,,,,
.Total,"2,904","2,687","1,961",67.5,2.5,73.0,2.3,"1,818",62.6,2.5,67.6,2.5
.Male,"1,416","1,302",913,64.5,3.6,70.1,3.4,835,59.0,3.7,64.1,3.6
.Female,"1,488","1,385","1,047",70.4,3.3,75.6,3.1,983,66.0,3.5,71.0,3.3
.White alone,"2,559","2,436","1,793",70.1,2.6,73.6,2.5,"1,670",65.2,2.7,68.5,2.6
..White non-Hispanic alone,"2,383","2,349","1,759",73.8,2.5,74.9,2.5,"1,640",68.8,2.7,69.8,2.7
.Black alone,57,54,37,(B),(B),(B),(B),34,(B),(B),(B),(B)
.Asian alone,71,54,37,(B),(B),(B),(B),33,(B),(B),(B),(B)
.Hispanic (of any race),261,100,43,16.4,10.2,42.7,13.6,39,14.9,9.8,38.6,13.4
.White alone or in combination,"2,637","2,514","1,848",70.1,2.5,73.5,2.4,"1,716",65.1,2.6,68.3,2.6
.Black alone or in combination ,64,62,42,(B),(B),(B),(B),39,(B),(B),(B),(B)
.Asian alone or in combination,83,65,49,59.1,19.3,(B),(B),44,53.3,19.6,(B),(B)
PENNSYLVANIA,,,,,,,,,,,,
.Total,"9,449","9,206","6,451",68.3,1.4,70.1,1.4,"5,747",60.8,1.5,62.4,1.5
.Male,"4,493","4,384","3,014",67.1,2.1,68.8,2.1,"2,664",59.3,2.2,60.8,2.2
.Female,"4,956","4,821","3,436",69.3,2.0,71.3,1.9,"3,083",62.2,2.1,64.0,2.0
.White alone,"8,319","8,181","5,783",69.5,1.5,70.7,1.5,"5,126",61.6,1.6,62.7,1.6
..White non-Hispanic alone,"7,997","7,901","5,619",70.3,1.5,71.1,1.5,"4,981",62.3,1.6,63.0,1.6
.Black alone,882,837,557,63.2,5.9,66.6,5.8,535,60.6,6.0,63.9,5.9
.Asian alone,156,104,41,25.9,13.3,39.0,14.8,31,20.1,12.1,30.2,13.9
.Hispanic (of any race),361,319,189,52.4,12.4,59.3,12.2,161,44.6,12.3,50.5,12.4
.White alone or in combination,"8,375","8,236","5,829",69.6,1.5,70.8,1.5,"5,165",61.7,1.6,62.7,1.6
.Black alone or in combination ,910,865,584,64.1,5.8,67.5,5.6,561,61.6,5.9,64.8,5.7
.Asian alone or in combination,166,114,47,28.3,13.2,41.4,14.5,35,21.0,12.0,30.6,13.5
RHODE ISLAND,,,,,,,,,,,,
.Total,804,752,568,70.6,2.5,75.5,2.3,507,63.0,2.6,67.4,2.5
.Male,380,354,258,67.8,3.7,72.8,3.5,228,59.9,3.9,64.4,3.8
.Female,424,398,310,73.0,3.3,77.8,3.1,279,65.8,3.5,70.1,3.4
.White alone,730,690,526,72.0,2.6,76.2,2.4,468,64.2,2.7,67.9,2.7
..White non-Hispanic alone,669,655,507,75.7,2.6,77.3,2.5,451,67.4,2.8,68.9,2.8
.Black alone,48,40,29,(B),(B),(B),(B),27,(B),(B),(B),(B)
.Asian alone,19,16,9,(B),(B),(B),(B),9,(B),(B),(B),(B)
.Hispanic (of any race),71,42,22,(B),(B),(B),(B),20,(B),(B),(B),(B)
.White alone or in combination,732,692,527,72.0,2.6,76.2,2.4,469,64.1,2.7,67.8,2.7
.Black alone or in combination ,51,43,30,(B),(B),(B),(B),27,(B),(B),(B),(B)
.Asian alone or in combination,20,17,10,(B),(B),(B),(B),10,(B),(B),(B),(B)
SOUTH CAROLINA,,,,,,,,,,,,
.Total,"3,313","3,202","2,385",72.0,2.3,74.5,2.2,"2,100",63.4,2.5,65.6,2.5
.Male,"1,564","1,498","1,052",67.2,3.5,70.2,3.4,926,59.2,3.7,61.8,3.6
.Female,"1,749","1,704","1,333",76.2,3.0,78.2,2.9,"1,175",67.2,3.3,68.9,3.3
.White alone,"2,413","2,319","1,713",71.0,2.7,73.9,2.7,"1,466",60.8,3.0,63.2,2.9
..White non-Hispanic alone,"2,307","2,282","1,692",73.4,2.7,74.2,2.7,"1,448",62.8,3.0,63.5,3.0
.Black alone,854,847,650,76.1,5.2,76.7,5.2,615,72.0,5.5,72.6,5.5
.Asian alone,16,14,9,(B),(B),(B),(B),9,(B),(B),(B),(B)
.Hispanic (of any race),111,37,21,18.6,17.2,(B),22.0,18,16.4,16.4,(B),22.1
.White alone or in combination,"2,424","2,327","1,715",70.8,2.7,73.7,2.7,"1,466",60.5,2.9,63.0,2.9
.Black alone or in combination ,862,855,655,76.0,5.2,76.6,5.2,620,71.9,5.5,72.5,5.5
.Asian alone or in combination,19,14,9,(B),(B),(B),(B),9,(B),(B),(B),(B)
SOUTH DAKOTA,,,,,,,,,,,,
.Total,590,575,442,74.9,2.1,76.9,2.1,390,66.1,2.3,67.8,2.3
.Male,291,282,207,71.2,3.2,73.4,3.1,178,61.2,3.4,63.1,3.4
.Female,299,293,235,78.5,2.8,80.2,2.8,212,70.8,3.1,72.4,3.1
.White alone,541,533,421,77.8,2.1,79.0,2.1,372,68.8,2.4,69.9,2.4
..White non-Hispanic alone,533,527,419,78.6,2.1,79.4,2.1,370,69.6,2.4,70.3,2.4
.Black alone,6,2,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
.Asian alone,6,3,1,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Hispanic (of any race),11,8,3,(B),(B),(B),(B),3,(B),(B),(B),(B)
.White alone or in combination,547,538,423,77.4,2.1,423.0,2.1,374,68.4,2.4,69.5,2.4
.Black alone or in combination ,6,3,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
.Asian alone or in combination,6,3,1,(B),(B),(B),(B),1,(B),(B),(B),(B)
TENNESSEE,,,,,,,,,,,,
.Total,"4,692","4,529","2,921",62.3,2.1,64.5,2.1,"2,516",53.6,2.2,55.5,2.2
.Male,"2,220","2,141","1,295",58.3,3.1,60.5,3.1,"1,119",50.4,3.2,52.2,3.2
.Female,"2,472","2,388","1,626",65.8,2.9,68.1,2.8,"1,397",56.5,3.0,58.5,3.0
.White alone,"3,849","3,718","2,434",63.2,2.3,65.5,2.3,"2,067",53.7,2.4,55.6,2.4
..White non-Hispanic alone,"3,685","3,654","2,402",65.2,2.3,65.7,2.3,"2,038",55.3,2.4,55.8,2.4
.Black alone,697,682,426,61.2,6.7,62.5,6.6,405,58.1,6.8,59.3,6.7
.Asian alone,95,78,25,26.8,17.1,32.6,18.1,18,19.2,15.3,23.4,16.4
.Hispanic (of any race),178,73,37,20.9,14.3,(B),(B),34,19.2,13.9,(B),(B)
.White alone or in combination,"3,875","3,744","2,454",63.3,2.3,65.5,2.3,"2,081",53.7,2.4,55.6,2.4
.Black alone or in combination ,701,686,430,61.4,6.7,62.7,6.6,408,58.3,6.7,59.5,6.7
.Asian alone or in combination,99,82,29,29.6,17.3,35.8,18.2,22,22.4,15.8,27.0,16.8
TEXAS,,,,,,,,,,,,
.Total,"17,295","15,040","10,123",58.5,1.1,67.3,1.1,"8,435",48.8,1.1,56.1,1.1
.Male,"8,434","7,212","4,693",55.6,1.6,65.1,1.6,"3,862",45.8,1.6,53.6,1.6
.Female,"8,861","7,827","5,430",61.3,1.6,69.4,1.5,"4,573",51.6,1.6,58.4,1.6
.White alone,"14,432","12,554","8,423",58.4,1.2,67.1,1.2,"6,978",48.3,1.3,55.6,1.2
..White non-Hispanic alone,"8,388","8,213","6,048",72.1,1.5,73.6,1.5,"5,311",63.3,1.6,64.7,1.6
.Black alone,"1,933","1,840","1,356",70.2,3.8,73.7,3.7,"1,194",61.8,4.0,64.9,4.0
.Asian alone,605,352,160,26.5,6.8,45.5,7.7,118,19.6,6.1,33.7,7.3
.Hispanic (of any race),"6,241","4,493","2,441",39.1,2.9,54.3,3.0,"1,697",27.2,2.7,37.8,2.9
.White alone or in combination,"14,614","12,721","8,519",58.3,1.2,67.0,1.2,"7,053",48.3,1.2,55.4,1.2
.Black alone or in combination ,"2,004","1,912","1,415",70.6,3.7,74.0,3.6,"1,253",62.5,3.9,65.6,3.9
.Asian alone or in combination,620,366,175,28.2,6.9,47.6,7.6,133,21.4,6.3,36.2,7.4
UTAH,,,,,,,,,,,,
.Total,"1,859","1,768","1,056",56.8,2.4,59.7,2.4,939,50.5,2.4,53.1,2.4
.Male,938,890,495,52.8,3.4,55.6,3.4,431,45.9,3.4,48.4,3.4
.Female,921,877,561,60.9,3.3,63.9,3.3,509,55.2,3.4,58.0,3.4
.White alone,"1,761","1,687","1,017",57.8,2.4,60.3,2.4,909,51.7,2.5,53.9,2.5
..White non-Hispanic alone,"1,624","1,597",993,61.1,2.5,62.2,2.5,888,54.7,2.6,55.6,2.6
.Black alone,26,23,12,(B),(B),(B),(B),12,(B),(B),(B),(B)
.Asian alone,27,23,16,(B),(B),(B),(B),11,(B),(B),(B),(B)
.Hispanic (of any race),138,92,24,17.4,10.5,26.3,12.2,21,15.4,10.0,23.3,11.7
.White alone or in combination,"1,768","1,694","1,021",57.7,2.4,60.3,2.4,913,51.7,2.5,53.9,2.5
.Black alone or in combination ,28,25,15,(B),(B),(B),(B),15,(B),(B),(B),(B)
.Asian alone or in combination,27,23,16,(B),(B),(B),(B),11,(B),(B),(B),(B)
VERMONT,,,,,,,,,,,,
.Total,487,476,345,70.9,2.5,72.5,2.5,308,63.2,2.7,64.7,2.7
.Male,238,234,164,68.8,3.7,70.2,3.6,146,61.1,3.9,62.3,3.8
.Female,249,242,181,72.8,3.5,74.7,3.4,162,65.2,3.7,66.9,3.7
.White alone,471,464,335,71.1,2.6,72.3,2.5,300,63.6,2.7,64.7,2.7
..White non-Hispanic alone,467,460,333,71.4,2.6,72.4,2.5,298,63.9,2.7,64.7,2.7
.Black alone,4,4,3,(B),(B),(B),(B),3,(B),(B),(B),(B)
.Asian alone,4,2,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
.Hispanic (of any race),5,3,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
.White alone or in combination,478,470,341,71.3,2.5,72.5,2.5,304,63.6,2.7,64.6,2.7
.Black alone or in combination ,4,4,3,(B),(B),(B),(B),3,(B),(B),(B),(B)
.Asian alone or in combination,5,2,1,(B),(B),(B),(B),1,(B),(B),(B),(B)
VIRGINIA,,,,,,,,,,,,
.Total,"5,720","5,316","3,950",69.1,1.8,74.3,1.7,"3,650",63.8,1.9,68.7,1.8
.Male,"2,725","2,495","1,789",65.6,2.7,71.7,2.6,"1,641",60.2,2.8,65.8,2.7
.Female,"2,995","2,821","2,162",72.2,2.4,76.6,2.3,"2,010",67.1,2.6,71.2,2.5
.White alone,"4,288","4,018","3,008",70.1,2.1,74.9,2.0,"2,778",64.8,2.2,69.1,2.1
..White non-Hispanic alone,"3,983","3,912","2,945",73.9,2.1,75.3,2.0,"2,716",68.2,2.2,69.4,2.2
.Black alone,"1,031","1,005",727,70.5,5.1,72.3,5.0,686,66.6,5.3,68.3,5.2
.Asian alone,330,221,157,47.5,10.4,70.8,9.4,136,41.2,10.2,61.4,10.1
.Hispanic (of any race),330,132,74,22.5,10.8,56.5,12.8,74,22.5,10.8,56.5,12.8
.White alone or in combination,"4,321","4,051","3,032",70.2,2.1,74.8,2.0,"2,798",64.8,2.2,69.1,2.1
.Black alone or in combination ,"1,059","1,033",749,70.7,5.1,72.5,5.0,703,66.4,5.2,68.1,5.2
