Robert_Aderholt^&^&^2013-06-21 15:50:11^&^&^
MicheleBachmann^&^&^2013-04-15 15:12:35^&^&^
MicheleBachmann^&^&^2013-04-12 19:35:51^&^&^
MicheleBachmann^&^&^2013-04-12 18:36:29^&^&^
MicheleBachmann^&^&^2013-04-12 16:23:03^&^&^
MicheleBachmann^&^&^2013-04-12 02:15:46^&^&^
MicheleBachmann^&^&^2013-04-12 01:21:18^&^&^
MicheleBachmann^&^&^2013-04-11 20:35:58^&^&^
MicheleBachmann^&^&^2013-04-11 20:04:37^&^&^
MicheleBachmann^&^&^2013-04-11 19:29:07^&^&^
MicheleBachmann^&^&^2013-04-11 14:58:37^&^&^
MicheleBachmann^&^&^2013-04-10 23:01:28^&^&^
MicheleBachmann^&^&^2013-04-10 22:40:31^&^&^
RepGusBilirakis^&^&^2013-06-20 18:47:36^&^&^
RepGusBilirakis^&^&^2013-06-20 16:21:24^&^&^
RepGusBilirakis^&^&^2013-06-20 15:46:55^&^&^
RepGusBilirakis^&^&^2013-06-20 15:35:38^&^&^
RepGusBilirakis^&^&^2013-06-19 21:18:26^&^&^
RepGusBilirakis^&^&^2013-06-19 21:06:47^&^&^
RepGusBilirakis^&^&^2013-06-19 18:32:57^&^&^
RepGusBilirakis^&^&^2013-06-19 15:40:19^&^&^
RepGusBilirakis^&^&^2013-06-19 15:35:46^&^&^
RepGusBilirakis^&^&^2013-06-18 21:02:21^&^&^
RepGusBilirakis^&^&^2013-06-18 21:02:11^&^&^
RepGusBilirakis^&^&^2013-06-18 21:02:03^&^&^
RepGusBilirakis^&^&^2013-06-17 20:33:01^&^&^
RepGusBilirakis^&^&^2013-06-16 14:10:54^&^&^
RepGusBilirakis^&^&^2013-06-14 21:42:56^&^&^
RepGusBilirakis^&^&^2013-06-14 21:42:48^&^&^
RepGusBilirakis^&^&^2013-06-14 14:38:11^&^&^
RepGusBilirakis^&^&^2013-06-14 13:41:31^&^&^
RepGusBilirakis^&^&^2013-06-13 22:11:54^&^&^
RepGusBilirakis^&^&^2013-06-13 19:37:36^&^&^
RepGusBilirakis^&^&^2013-06-12 18:20:59^&^&^
RepGusBilirakis^&^&^2013-06-11 20:23:28^&^&^
RepGusBilirakis^&^&^2013-06-10 22:39:15^&^&^
RepGusBilirakis^&^&^2013-06-10 17:30:18^&^&^
RepGusBilirakis^&^&^2013-06-10 14:39:09^&^&^
RepGusBilirakis^&^&^2013-06-10 12:17:32^&^&^
RepGusBilirakis^&^&^2013-06-08 00:36:29^&^&^
RepGusBilirakis^&^&^2013-06-06 14:56:21^&^&^
RepGusBilirakis^&^&^2013-06-06 14:56:14^&^&^
RepGusBilirakis^&^&^2013-06-06 13:56:01^&^&^
RepGusBilirakis^&^&^2013-06-05 19:14:24^&^&^
RepGusBilirakis^&^&^2013-06-04 21:30:24^&^&^
RepGusBilirakis^&^&^2013-06-04 18:10:43^&^&^
RepGusBilirakis^&^&^2013-06-04 14:10:54^&^&^
RepGusBilirakis^&^&^2013-06-03 22:15:29^&^&^
RepGusBilirakis^&^&^2013-06-03 14:02:47^&^&^
RepGusBilirakis^&^&^2013-05-31 14:23:04^&^&^
RepGusBilirakis^&^&^2013-05-30 20:35:58^&^&^
RepGusBilirakis^&^&^2013-05-29 21:13:59^&^&^
RepGusBilirakis^&^&^2013-05-29 17:43:55^&^&^
RepGusBilirakis^&^&^2013-05-28 19:08:19^&^&^
RepGusBilirakis^&^&^2013-05-28 15:34:48^&^&^
RepGusBilirakis^&^&^2013-05-28 15:29:31^&^&^
RepGusBilirakis^&^&^2013-05-27 15:28:37^&^&^
RepGusBilirakis^&^&^2013-05-27 15:28:01^&^&^
RepGusBilirakis^&^&^2013-05-25 21:05:14^&^&^
RepGusBilirakis^&^&^2013-05-22 18:27:23^&^&^
RepGusBilirakis^&^&^2013-05-22 18:06:21^&^&^
RepGusBilirakis^&^&^2013-05-22 15:15:43^&^&^
RepGusBilirakis^&^&^2013-05-22 15:15:32^&^&^
RepGusBilirakis^&^&^2013-05-21 22:05:08^&^&^
RepGusBilirakis^&^&^2013-05-21 16:06:10^&^&^
RepGusBilirakis^&^&^2013-05-20 22:08:45^&^&^
RepGusBilirakis^&^&^2013-05-18 19:18:35^&^&^
RepGusBilirakis^&^&^2013-05-17 15:14:16^&^&^
RepGusBilirakis^&^&^2013-05-17 13:53:17^&^&^
RepGusBilirakis^&^&^2013-05-16 21:32:45^&^&^
RepGusBilirakis^&^&^2013-05-16 19:13:07^&^&^
RepGusBilirakis^&^&^2013-05-16 17:04:33^&^&^
RepGusBilirakis^&^&^2013-05-16 16:58:34^&^&^
RepGusBilirakis^&^&^2013-05-16 13:47:24^&^&^
RepGusBilirakis^&^&^2013-05-15 22:01:29^&^&^
RepGusBilirakis^&^&^2013-05-15 22:01:08^&^&^
RepGusBilirakis^&^&^2013-05-15 21:42:58^&^&^
RepGusBilirakis^&^&^2013-05-15 14:41:54^&^&^
RepGusBilirakis^&^&^2013-05-14 20:53:14^&^&^
RepGusBilirakis^&^&^2013-05-14 18:59:44^&^&^
RepGusBilirakis^&^&^2013-05-14 18:59:17^&^&^
RepGusBilirakis^&^&^2013-05-14 18:31:45^&^&^
RepGusBilirakis^&^&^2013-05-14 17:21:41^&^&^
RepGusBilirakis^&^&^2013-05-14 16:37:55^&^&^
RepGusBilirakis^&^&^2013-05-12 13:33:58^&^&^
RepGusBilirakis^&^&^2013-05-09 14:05:43^&^&^
RepGusBilirakis^&^&^2013-05-08 17:50:04^&^&^
RepGusBilirakis^&^&^2013-05-08 17:40:57^&^&^
RepGusBilirakis^&^&^2013-05-08 16:51:05^&^&^
RepGusBilirakis^&^&^2013-05-08 00:01:42^&^&^
RepGusBilirakis^&^&^2013-05-07 20:51:07^&^&^
RepGusBilirakis^&^&^2013-05-07 19:00:16^&^&^
RepGusBilirakis^&^&^2013-05-07 17:54:58^&^&^
RepGusBilirakis^&^&^2013-05-07 17:40:48^&^&^
RepGusBilirakis^&^&^2013-05-07 16:20:16^&^&^
RepGusBilirakis^&^&^2013-05-07 15:35:15^&^&^
RepGusBilirakis^&^&^2013-05-07 14:55:44^&^&^
RepGusBilirakis^&^&^2013-05-07 14:08:45^&^&^
RepGusBilirakis^&^&^2013-05-07 00:05:47^&^&^
RepGusBilirakis^&^&^2013-05-06 16:54:43^&^&^
RepGusBilirakis^&^&^2013-05-06 16:54:35^&^&^
RepGusBilirakis^&^&^2013-05-06 00:01:16^&^&^
RepGusBilirakis^&^&^2013-05-03 15:20:26^&^&^
RepGusBilirakis^&^&^2013-05-02 20:40:11^&^&^
RepGusBilirakis^&^&^2013-05-02 19:50:04^&^&^
RepGusBilirakis^&^&^2013-05-02 15:55:20^&^&^
RepGusBilirakis^&^&^2013-05-02 15:32:20^&^&^
RepGusBilirakis^&^&^2013-05-02 14:48:13^&^&^
RepGusBilirakis^&^&^2013-05-02 14:48:03^&^&^
RepGusBilirakis^&^&^2013-05-01 23:00:20^&^&^
RepGusBilirakis^&^&^2013-05-01 23:00:10^&^&^
RepGusBilirakis^&^&^2013-05-01 23:00:01^&^&^
RepGusBilirakis^&^&^2013-05-01 20:52:45^&^&^
RepGusBilirakis^&^&^2013-04-30 16:44:30^&^&^
RepGusBilirakis^&^&^2013-04-26 19:48:40^&^&^
RepGusBilirakis^&^&^2013-04-24 17:14:35^&^&^
RepGusBilirakis^&^&^2013-04-24 14:55:32^&^&^
RepGusBilirakis^&^&^2013-04-24 12:04:21^&^&^
RepGusBilirakis^&^&^2013-04-24 12:02:49^&^&^
RepGusBilirakis^&^&^2013-04-23 19:12:59^&^&^
RepGusBilirakis^&^&^2013-04-20 12:52:26^&^&^
RepGusBilirakis^&^&^2013-04-19 16:55:21^&^&^
RepGusBilirakis^&^&^2013-04-19 15:32:51^&^&^
RepGusBilirakis^&^&^2013-04-18 14:32:40^&^&^
RepGusBilirakis^&^&^2013-04-18 14:09:32^&^&^
RepGusBilirakis^&^&^2013-04-17 21:25:18^&^&^
RepGusBilirakis^&^&^2013-04-17 21:23:35^&^&^
RepGusBilirakis^&^&^2013-04-17 21:23:28^&^&^
RepGusBilirakis^&^&^2013-04-17 21:09:31^&^&^
RepGusBilirakis^&^&^2013-04-17 17:42:48^&^&^
RepGusBilirakis^&^&^2013-04-16 18:31:33^&^&^
RepGusBilirakis^&^&^2013-04-16 13:43:34^&^&^
RepGusBilirakis^&^&^2013-04-15 21:27:11^&^&^
RepGusBilirakis^&^&^2013-04-15 21:20:38^&^&^
RepGusBilirakis^&^&^2013-04-15 19:43:43^&^&^
RepGusBilirakis^&^&^2013-04-15 18:32:53^&^&^
RepGusBilirakis^&^&^2013-04-15 18:32:47^&^&^
RepGusBilirakis^&^&^2013-04-12 20:52:31^&^&^
RepGusBilirakis^&^&^2013-04-12 20:52:22^&^&^
RepGusBilirakis^&^&^2013-04-12 20:51:55^&^&^
RepGusBilirakis^&^&^2013-04-12 16:28:07^&^&^
RepGusBilirakis^&^&^2013-04-11 21:41:08^&^&^
RepGusBilirakis^&^&^2013-04-11 21:41:06^&^&^
RepGusBilirakis^&^&^2013-04-11 19:47:46^&^&^
RepGusBilirakis^&^&^2013-04-10 20:48:09^&^&^
RepGusBilirakis^&^&^2013-04-10 19:05:01^&^&^
RepGusBilirakis^&^&^2013-04-10 18:36:21^&^&^
RepGusBilirakis^&^&^2013-04-10 18:36:20^&^&^
RepGusBilirakis^&^&^2013-04-08 21:58:53^&^&^
RepGusBilirakis^&^&^2013-04-08 21:58:49^&^&^
RepGusBilirakis^&^&^2013-04-08 19:09:23^&^&^
RepGusBilirakis^&^&^2013-04-05 16:29:12^&^&^
RepGusBilirakis^&^&^2013-04-05 16:21:40^&^&^
RepGusBilirakis^&^&^2013-04-03 23:47:42^&^&^
RepGusBilirakis^&^&^2013-04-03 21:28:41^&^&^
RepGusBilirakis^&^&^2013-04-01 20:25:25^&^&^
RepGusBilirakis^&^&^2013-04-01 18:44:56^&^&^
RepGusBilirakis^&^&^2013-04-01 17:59:41^&^&^
RepGusBilirakis^&^&^2013-03-31 15:02:14^&^&^
RepGusBilirakis^&^&^2013-03-31 15:02:07^&^&^
RepGusBilirakis^&^&^2013-03-31 15:02:03^&^&^
RepGusBilirakis^&^&^2013-03-25 21:59:50^&^&^
RepGusBilirakis^&^&^2013-03-25 21:52:06^&^&^
RepGusBilirakis^&^&^2013-03-25 21:46:58^&^&^
RepGusBilirakis^&^&^2013-03-25 21:43:33^&^&^
RepGusBilirakis^&^&^2013-03-25 21:39:42^&^&^
RepGusBilirakis^&^&^2013-03-25 21:38:32^&^&^
RepGusBilirakis^&^&^2013-03-25 21:06:42^&^&^
RepGusBilirakis^&^&^2013-03-25 17:43:05^&^&^
RepGusBilirakis^&^&^2013-03-23 13:30:32^&^&^
RepGusBilirakis^&^&^2013-03-23 13:18:45^&^&^
RepGusBilirakis^&^&^2013-03-23 13:16:51^&^&^
RepGusBilirakis^&^&^2013-03-21 19:45:45^&^&^
RepGusBilirakis^&^&^2013-03-20 20:28:49^&^&^
RepGusBilirakis^&^&^2013-03-20 20:21:28^&^&^
RepGusBilirakis^&^&^2013-03-20 15:49:53^&^&^
RepGusBilirakis^&^&^2013-03-19 21:06:41^&^&^
RepGusBilirakis^&^&^2013-03-19 16:12:35^&^&^
RepGusBilirakis^&^&^2013-03-18 15:47:51^&^&^
RepGusBilirakis^&^&^2013-03-15 19:47:54^&^&^
RepGusBilirakis^&^&^2013-03-15 15:40:03^&^&^
RepGusBilirakis^&^&^2013-03-15 15:04:11^&^&^
RepGusBilirakis^&^&^2013-03-14 18:49:02^&^&^
RepGusBilirakis^&^&^2013-03-14 15:45:13^&^&^
RepGusBilirakis^&^&^2013-03-14 15:40:00^&^&^
RepGusBilirakis^&^&^2013-03-14 13:52:51^&^&^
RepGusBilirakis^&^&^2013-03-14 13:39:05^&^&^
RepGusBilirakis^&^&^2013-03-13 20:50:57^&^&^
RepGusBilirakis^&^&^2013-03-13 20:44:17^&^&^
RepGusBilirakis^&^&^2013-03-13 20:42:47^&^&^
RepGusBilirakis^&^&^2013-03-13 14:09:58^&^&^
RepGusBilirakis^&^&^2013-03-12 22:15:38^&^&^
RepGusBilirakis^&^&^2013-03-11 18:42:57^&^&^
RepGusBilirakis^&^&^2013-03-11 17:56:07^&^&^
RepGusBilirakis^&^&^2013-03-11 14:41:18^&^&^
RepGusBilirakis^&^&^2013-03-06 17:39:29^&^&^
RepGusBilirakis^&^&^2013-03-05 22:55:16^&^&^
RepGusBilirakis^&^&^2013-03-05 19:21:54^&^&^
RepGusBilirakis^&^&^2013-03-04 22:47:10^&^&^
RepGusBilirakis^&^&^2013-03-04 22:21:49^&^&^
RepGusBilirakis^&^&^2013-03-04 18:21:36^&^&^
RepGusBilirakis^&^&^2013-02-28 16:19:10^&^&^
RepGusBilirakis^&^&^2013-02-28 15:44:23^&^&^
RepGusBilirakis^&^&^2013-02-27 21:22:14^&^&^
RepGusBilirakis^&^&^2013-02-27 18:55:09^&^&^
RepGusBilirakis^&^&^2013-02-26 23:11:57^&^&^
RepGusBilirakis^&^&^2013-02-19 18:50:11^&^&^
RepGusBilirakis^&^&^2013-02-19 18:48:12^&^&^
RepGusBilirakis^&^&^2013-02-15 21:06:39^&^&^
RepGusBilirakis^&^&^2013-02-14 22:00:39^&^&^
RepGusBilirakis^&^&^2013-02-14 17:00:37^&^&^
RepGusBilirakis^&^&^2013-02-14 15:10:49^&^&^
RepGusBilirakis^&^&^2013-02-13 22:16:12^&^&^
brucebraley^&^&^2013-06-21 04:26:33^&^&^
brucebraley^&^&^2013-06-21 04:23:14^&^&^
brucebraley^&^&^2013-06-21 04:21:28^&^&^
brucebraley^&^&^2013-06-21 04:18:33^&^&^
brucebraley^&^&^2013-06-19 15:47:40^&^&^
brucebraley^&^&^2013-06-18 20:09:40^&^&^
brucebraley^&^&^2013-06-17 01:52:15^&^&^
brucebraley^&^&^2013-06-17 01:50:28^&^&^
brucebraley^&^&^2013-06-14 17:43:03^&^&^
brucebraley^&^&^2013-06-14 17:41:18^&^&^
brucebraley^&^&^2013-06-14 17:06:12^&^&^
brucebraley^&^&^2013-06-12 21:13:42^&^&^
brucebraley^&^&^2013-06-12 20:59:23^&^&^
brucebraley^&^&^2013-06-12 20:18:32^&^&^
brucebraley^&^&^2013-06-12 20:08:49^&^&^
brucebraley^&^&^2013-06-12 20:07:51^&^&^
brucebraley^&^&^2013-06-12 20:02:21^&^&^
brucebraley^&^&^2013-06-11 19:20:27^&^&^
brucebraley^&^&^2013-06-11 19:16:43^&^&^
brucebraley^&^&^2013-06-11 14:56:49^&^&^
brucebraley^&^&^2013-06-11 04:17:05^&^&^
brucebraley^&^&^2013-06-03 14:03:35^&^&^
brucebraley^&^&^2013-06-02 01:36:59^&^&^
brucebraley^&^&^2013-06-02 01:21:38^&^&^
brucebraley^&^&^2013-06-02 01:08:34^&^&^
brucebraley^&^&^2013-06-02 01:05:40^&^&^
brucebraley^&^&^2013-06-02 00:58:09^&^&^
brucebraley^&^&^2013-06-02 00:55:51^&^&^
brucebraley^&^&^2013-06-02 00:50:51^&^&^
brucebraley^&^&^2013-06-02 00:49:07^&^&^
brucebraley^&^&^2013-06-02 00:39:46^&^&^
brucebraley^&^&^2013-06-02 00:27:10^&^&^
brucebraley^&^&^2013-06-01 20:09:14^&^&^
brucebraley^&^&^2013-05-31 21:26:02^&^&^
brucebraley^&^&^2013-05-31 21:22:45^&^&^
brucebraley^&^&^2013-05-31 21:19:30^&^&^
brucebraley^&^&^2013-05-31 21:17:37^&^&^
brucebraley^&^&^2013-05-31 21:16:18^&^&^
brucebraley^&^&^2013-05-31 19:46:45^&^&^
brucebraley^&^&^2013-05-31 19:45:00^&^&^
brucebraley^&^&^2013-05-31 19:42:01^&^&^
brucebraley^&^&^2013-05-31 19:39:51^&^&^
brucebraley^&^&^2013-05-31 19:38:58^&^&^
brucebraley^&^&^2013-05-31 19:37:35^&^&^
brucebraley^&^&^2013-05-31 19:35:30^&^&^
brucebraley^&^&^2013-05-31 19:33:45^&^&^
brucebraley^&^&^2013-05-31 19:31:51^&^&^
brucebraley^&^&^2013-05-31 19:30:20^&^&^
brucebraley^&^&^2013-05-31 19:28:48^&^&^
brucebraley^&^&^2013-05-31 19:27:59^&^&^
brucebraley^&^&^2013-05-31 19:26:04^&^&^
brucebraley^&^&^2013-05-31 19:24:39^&^&^
brucebraley^&^&^2013-05-31 19:23:32^&^&^
brucebraley^&^&^2013-05-31 19:22:05^&^&^
brucebraley^&^&^2013-05-31 19:20:11^&^&^
brucebraley^&^&^2013-05-31 19:18:59^&^&^
brucebraley^&^&^2013-05-31 19:18:17^&^&^
brucebraley^&^&^2013-05-31 19:11:20^&^&^
brucebraley^&^&^2013-05-31 19:04:57^&^&^
brucebraley^&^&^2013-05-31 19:03:43^&^&^
brucebraley^&^&^2013-05-31 19:01:39^&^&^
brucebraley^&^&^2013-05-31 17:42:55^&^&^
brucebraley^&^&^2013-05-31 17:40:41^&^&^
brucebraley^&^&^2013-05-31 15:45:13^&^&^
brucebraley^&^&^2013-05-31 15:42:32^&^&^
brucebraley^&^&^2013-05-31 15:40:26^&^&^
brucebraley^&^&^2013-05-31 15:35:54^&^&^
brucebraley^&^&^2013-05-31 15:34:31^&^&^
brucebraley^&^&^2013-05-31 15:33:32^&^&^
brucebraley^&^&^2013-05-30 15:32:00^&^&^
brucebraley^&^&^2013-05-28 23:25:55^&^&^
brucebraley^&^&^2013-05-28 23:25:04^&^&^
brucebraley^&^&^2013-05-28 20:05:23^&^&^
brucebraley^&^&^2013-05-28 20:02:05^&^&^
brucebraley^&^&^2013-05-28 19:57:41^&^&^
brucebraley^&^&^2013-05-28 19:56:52^&^&^
brucebraley^&^&^2013-05-27 20:05:21^&^&^
brucebraley^&^&^2013-05-27 20:05:05^&^&^
brucebraley^&^&^2013-05-27 19:59:30^&^&^
brucebraley^&^&^2013-05-27 19:50:01^&^&^
brucebraley^&^&^2013-05-27 19:47:11^&^&^
brucebraley^&^&^2013-05-27 19:42:53^&^&^
brucebraley^&^&^2013-05-27 17:36:24^&^&^
brucebraley^&^&^2013-05-27 16:57:20^&^&^
brucebraley^&^&^2013-05-27 16:48:28^&^&^
brucebraley^&^&^2013-05-27 16:37:11^&^&^
brucebraley^&^&^2013-05-27 14:58:18^&^&^
brucebraley^&^&^2013-05-27 14:53:23^&^&^
brucebraley^&^&^2013-05-27 14:33:04^&^&^
brucebraley^&^&^2013-05-27 03:21:45^&^&^
brucebraley^&^&^2013-05-27 03:18:49^&^&^
brucebraley^&^&^2013-05-27 03:17:41^&^&^
brucebraley^&^&^2013-05-27 03:16:50^&^&^
brucebraley^&^&^2013-05-27 03:15:15^&^&^
brucebraley^&^&^2013-05-27 03:12:20^&^&^
brucebraley^&^&^2013-05-27 03:10:37^&^&^
brucebraley^&^&^2013-05-24 22:29:04^&^&^
brucebraley^&^&^2013-05-24 20:46:21^&^&^
brucebraley^&^&^2013-05-24 20:42:12^&^&^
brucebraley^&^&^2013-05-24 20:34:23^&^&^
brucebraley^&^&^2013-05-24 19:31:36^&^&^
brucebraley^&^&^2013-05-24 19:29:36^&^&^
brucebraley^&^&^2013-05-24 19:26:36^&^&^
brucebraley^&^&^2013-05-24 16:40:29^&^&^
brucebraley^&^&^2013-05-24 16:16:01^&^&^
brucebraley^&^&^2013-05-24 16:12:36^&^&^
brucebraley^&^&^2013-05-24 16:10:11^&^&^
brucebraley^&^&^2013-05-24 13:26:20^&^&^
brucebraley^&^&^2013-05-21 22:50:42^&^&^
brucebraley^&^&^2013-05-21 22:45:37^&^&^
brucebraley^&^&^2013-05-21 22:43:40^&^&^
brucebraley^&^&^2013-05-21 22:41:19^&^&^
brucebraley^&^&^2013-05-21 22:39:52^&^&^
brucebraley^&^&^2013-05-21 22:37:39^&^&^
brucebraley^&^&^2013-05-21 22:34:02^&^&^
brucebraley^&^&^2013-05-21 22:30:29^&^&^
brucebraley^&^&^2013-05-21 19:15:41^&^&^
brucebraley^&^&^2013-05-21 19:09:00^&^&^
brucebraley^&^&^2013-05-21 15:15:32^&^&^
brucebraley^&^&^2013-05-19 19:27:56^&^&^
brucebraley^&^&^2013-05-19 04:21:41^&^&^
brucebraley^&^&^2013-05-19 04:20:55^&^&^
brucebraley^&^&^2013-05-19 04:14:37^&^&^
brucebraley^&^&^2013-05-19 04:12:34^&^&^
brucebraley^&^&^2013-05-19 00:36:44^&^&^
brucebraley^&^&^2013-05-18 20:47:36^&^&^
brucebraley^&^&^2013-05-18 16:00:52^&^&^
brucebraley^&^&^2013-05-18 02:55:04^&^&^
brucebraley^&^&^2013-05-17 19:30:37^&^&^
brucebraley^&^&^2013-05-17 19:27:48^&^&^
brucebraley^&^&^2013-05-17 01:49:43^&^&^
brucebraley^&^&^2013-05-17 00:00:32^&^&^
brucebraley^&^&^2013-05-16 14:29:52^&^&^
brucebraley^&^&^2013-05-15 18:14:37^&^&^
brucebraley^&^&^2013-05-15 03:48:32^&^&^
brucebraley^&^&^2013-05-12 23:32:37^&^&^
brucebraley^&^&^2013-05-12 22:34:27^&^&^
brucebraley^&^&^2013-05-12 15:03:55^&^&^
brucebraley^&^&^2013-05-12 15:00:17^&^&^
brucebraley^&^&^2013-05-12 14:58:26^&^&^
brucebraley^&^&^2013-05-12 02:26:38^&^&^
brucebraley^&^&^2013-05-11 00:02:34^&^&^
brucebraley^&^&^2013-05-10 22:38:19^&^&^
brucebraley^&^&^2013-05-10 22:34:21^&^&^
brucebraley^&^&^2013-05-10 22:29:29^&^&^
brucebraley^&^&^2013-05-10 14:49:04^&^&^
brucebraley^&^&^2013-05-10 13:01:40^&^&^
brucebraley^&^&^2013-05-10 12:46:06^&^&^
brucebraley^&^&^2013-05-08 15:08:39^&^&^
brucebraley^&^&^2013-05-06 14:15:14^&^&^
brucebraley^&^&^2013-05-06 03:05:08^&^&^
brucebraley^&^&^2013-05-05 23:11:25^&^&^
brucebraley^&^&^2013-05-05 14:02:36^&^&^
brucebraley^&^&^2013-05-05 06:37:40^&^&^
brucebraley^&^&^2013-05-05 00:47:40^&^&^
brucebraley^&^&^2013-05-04 22:11:05^&^&^
brucebraley^&^&^2013-05-04 22:08:52^&^&^
brucebraley^&^&^2013-05-04 22:05:47^&^&^
brucebraley^&^&^2013-05-04 22:04:01^&^&^
brucebraley^&^&^2013-05-04 22:00:52^&^&^
brucebraley^&^&^2013-05-04 21:56:13^&^&^
brucebraley^&^&^2013-05-01 20:35:52^&^&^
brucebraley^&^&^2013-05-01 20:29:05^&^&^
brucebraley^&^&^2013-05-01 20:27:16^&^&^
brucebraley^&^&^2013-05-01 20:24:27^&^&^
brucebraley^&^&^2013-05-01 20:22:32^&^&^
brucebraley^&^&^2013-05-01 17:39:04^&^&^
brucebraley^&^&^2013-05-01 17:33:41^&^&^
brucebraley^&^&^2013-05-01 17:12:26^&^&^
brucebraley^&^&^2013-05-01 17:09:01^&^&^
brucebraley^&^&^2013-05-01 17:06:24^&^&^
brucebraley^&^&^2013-05-01 15:36:15^&^&^
brucebraley^&^&^2013-05-01 15:26:37^&^&^
brucebraley^&^&^2013-05-01 15:22:56^&^&^
brucebraley^&^&^2013-05-01 15:20:57^&^&^
brucebraley^&^&^2013-05-01 15:17:54^&^&^
brucebraley^&^&^2013-04-30 23:58:04^&^&^
brucebraley^&^&^2013-04-30 23:55:27^&^&^
brucebraley^&^&^2013-04-30 23:50:20^&^&^
brucebraley^&^&^2013-04-30 23:29:50^&^&^
brucebraley^&^&^2013-04-30 23:27:23^&^&^
brucebraley^&^&^2013-04-30 23:22:08^&^&^
brucebraley^&^&^2013-04-30 23:20:03^&^&^
brucebraley^&^&^2013-04-30 23:18:08^&^&^
brucebraley^&^&^2013-04-30 23:13:45^&^&^
brucebraley^&^&^2013-04-30 22:49:57^&^&^
brucebraley^&^&^2013-04-30 20:10:55^&^&^
brucebraley^&^&^2013-04-30 20:09:22^&^&^
brucebraley^&^&^2013-04-30 20:06:43^&^&^
brucebraley^&^&^2013-04-30 20:04:14^&^&^
brucebraley^&^&^2013-04-30 20:03:34^&^&^
brucebraley^&^&^2013-04-30 20:00:41^&^&^
brucebraley^&^&^2013-04-30 19:53:29^&^&^
brucebraley^&^&^2013-04-30 19:51:39^&^&^
brucebraley^&^&^2013-04-30 16:23:28^&^&^
brucebraley^&^&^2013-04-30 16:20:39^&^&^
brucebraley^&^&^2013-04-30 16:16:57^&^&^
brucebraley^&^&^2013-04-30 16:11:55^&^&^
brucebraley^&^&^2013-04-30 16:10:04^&^&^
brucebraley^&^&^2013-04-30 16:08:24^&^&^
VernBuchanan^&^&^2013-06-21 12:15:26^&^&^
VernBuchanan^&^&^2013-06-17 11:37:04^&^&^
VernBuchanan^&^&^2013-06-16 13:26:26^&^&^
VernBuchanan^&^&^2013-06-13 12:43:08^&^&^
VernBuchanan^&^&^2013-06-08 15:21:18^&^&^
VernBuchanan^&^&^2013-06-07 17:12:23^&^&^
VernBuchanan^&^&^2013-06-07 16:20:08^&^&^
VernBuchanan^&^&^2013-06-06 12:55:35^&^&^
VernBuchanan^&^&^2013-06-04 21:20:33^&^&^
VernBuchanan^&^&^2013-06-03 22:29:07^&^&^
VernBuchanan^&^&^2013-06-02 22:13:14^&^&^
VernBuchanan^&^&^2013-05-27 14:08:13^&^&^
VernBuchanan^&^&^2013-05-24 13:32:19^&^&^
VernBuchanan^&^&^2013-05-22 19:17:05^&^&^
VernBuchanan^&^&^2013-05-22 15:14:06^&^&^
VernBuchanan^&^&^2013-05-21 21:12:56^&^&^
VernBuchanan^&^&^2013-05-21 14:25:28^&^&^
VernBuchanan^&^&^2013-05-17 17:51:23^&^&^
VernBuchanan^&^&^2013-05-17 15:45:05^&^&^
VernBuchanan^&^&^2013-05-17 15:07:35^&^&^
VernBuchanan^&^&^2013-05-17 13:33:59^&^&^
VernBuchanan^&^&^2013-05-17 11:10:10^&^&^
VernBuchanan^&^&^2013-05-17 10:14:14^&^&^
VernBuchanan^&^&^2013-05-17 10:09:22^&^&^
VernBuchanan^&^&^2013-05-16 11:55:47^&^&^
VernBuchanan^&^&^2013-05-16 01:17:18^&^&^
VernBuchanan^&^&^2013-05-16 01:04:11^&^&^
VernBuchanan^&^&^2013-05-15 22:49:17^&^&^
VernBuchanan^&^&^2013-05-15 19:26:35^&^&^
VernBuchanan^&^&^2013-05-15 18:38:16^&^&^
VernBuchanan^&^&^2013-05-15 16:12:14^&^&^
VernBuchanan^&^&^2013-05-15 15:09:31^&^&^
VernBuchanan^&^&^2013-05-14 21:27:18^&^&^
VernBuchanan^&^&^2013-05-14 20:56:47^&^&^
VernBuchanan^&^&^2013-05-14 17:26:53^&^&^
VernBuchanan^&^&^2013-05-14 16:19:21^&^&^
VernBuchanan^&^&^2013-05-14 16:08:22^&^&^
VernBuchanan^&^&^2013-05-14 14:30:32^&^&^
VernBuchanan^&^&^2013-05-14 12:18:24^&^&^
VernBuchanan^&^&^2013-05-14 01:34:09^&^&^
VernBuchanan^&^&^2013-05-13 23:17:15^&^&^
VernBuchanan^&^&^2013-05-13 15:18:50^&^&^
VernBuchanan^&^&^2013-05-13 13:21:34^&^&^
VernBuchanan^&^&^2013-05-11 15:19:06^&^&^
VernBuchanan^&^&^2013-05-10 16:14:12^&^&^
VernBuchanan^&^&^2013-05-09 18:00:00^&^&^
VernBuchanan^&^&^2013-05-09 17:25:17^&^&^
VernBuchanan^&^&^2013-05-06 22:42:56^&^&^
VernBuchanan^&^&^2013-05-06 22:10:50^&^&^
VernBuchanan^&^&^2013-05-03 12:19:41^&^&^
VernBuchanan^&^&^2013-05-03 12:14:37^&^&^
VernBuchanan^&^&^2013-05-02 14:34:12^&^&^
VernBuchanan^&^&^2013-05-01 13:54:46^&^&^
